advertiser_id,product_id,count
62FIK8F2YT8JSFDBLEC9,x4x0yz,8
62FIK8F2YT8JSFDBLEC9,r5noiv,8
62FIK8F2YT8JSFDBLEC9,z4kvly,8
62FIK8F2YT8JSFDBLEC9,bwgzkm,8
62FIK8F2YT8JSFDBLEC9,mpn2yk,8
62FIK8F2YT8JSFDBLEC9,6tpe69,8
62FIK8F2YT8JSFDBLEC9,3w8khx,7
62FIK8F2YT8JSFDBLEC9,4nunqe,7
62FIK8F2YT8JSFDBLEC9,vtrgm1,7
62FIK8F2YT8JSFDBLEC9,upwmzv,7
6X20RDH567MX2X3TXYJ7,kcy4nn,11
6X20RDH567MX2X3TXYJ7,0nw219,11
6X20RDH567MX2X3TXYJ7,zsyqf7,11
6X20RDH567MX2X3TXYJ7,46bx7f,10
6X20RDH567MX2X3TXYJ7,wjicrt,10
6X20RDH567MX2X3TXYJ7,t60geo,10
6X20RDH567MX2X3TXYJ7,79hkq6,10
6X20RDH567MX2X3TXYJ7,pjd3vz,10
6X20RDH567MX2X3TXYJ7,74jdm3,9
6X20RDH567MX2X3TXYJ7,206312,9
6X20RDH567MX2X3TXYJ7,japw9w,9
6X20RDH567MX2X3TXYJ7,sav90m,9
6X20RDH567MX2X3TXYJ7,o2b384,9
6X20RDH567MX2X3TXYJ7,85g6oi,8
6X20RDH567MX2X3TXYJ7,hwm12w,8
6X20RDH567MX2X3TXYJ7,bftro8,8
6X20RDH567MX2X3TXYJ7,mjukt2,8
6X20RDH567MX2X3TXYJ7,mvovi4,8
6X20RDH567MX2X3TXYJ7,ndi3bl,8
6X20RDH567MX2X3TXYJ7,za3qgj,8
8C88YB6E8YCGWU07HA7A,8x1fk4,13
8C88YB6E8YCGWU07HA7A,sb6sgz,12
8C88YB6E8YCGWU07HA7A,hskcnp,12
8C88YB6E8YCGWU07HA7A,3f7v55,11
8C88YB6E8YCGWU07HA7A,4oc4gf,10
8C88YB6E8YCGWU07HA7A,5zjbo5,10
8C88YB6E8YCGWU07HA7A,kczdli,9
8C88YB6E8YCGWU07HA7A,wwwd6z,9
8C88YB6E8YCGWU07HA7A,2unhk6,9
8C88YB6E8YCGWU07HA7A,w9agzb,9
8C88YB6E8YCGWU07HA7A,dg7dwo,8
8C88YB6E8YCGWU07HA7A,v2heoq,8
8C88YB6E8YCGWU07HA7A,jsug33,8
8C88YB6E8YCGWU07HA7A,7436n0,8
8C88YB6E8YCGWU07HA7A,aevtqx,8
8C88YB6E8YCGWU07HA7A,rnjpos,7
8C88YB6E8YCGWU07HA7A,51qf7s,7
8C88YB6E8YCGWU07HA7A,5n29g6,7
8C88YB6E8YCGWU07HA7A,mdxnl9,7
8C88YB6E8YCGWU07HA7A,fqrt97,7
AK81O7W3KGPEN8LABG2N,gaxayt,11
AK81O7W3KGPEN8LABG2N,9fx1rf,10
AK81O7W3KGPEN8LABG2N,mgdh34,9
AK81O7W3KGPEN8LABG2N,wjwkko,9
AK81O7W3KGPEN8LABG2N,xz3tp4,9
AK81O7W3KGPEN8LABG2N,iu5tp1,9
AK81O7W3KGPEN8LABG2N,fqrvqm,9
AK81O7W3KGPEN8LABG2N,59f9qj,9
AK81O7W3KGPEN8LABG2N,2ek1oh,8
AK81O7W3KGPEN8LABG2N,48ovdm,8
AK81O7W3KGPEN8LABG2N,604g3a,8
AK81O7W3KGPEN8LABG2N,jo72g4,8
AK81O7W3KGPEN8LABG2N,j6yhq5,8
AK81O7W3KGPEN8LABG2N,29s3ve,8
AK81O7W3KGPEN8LABG2N,ltdb84,8
AK81O7W3KGPEN8LABG2N,1j6llv,8
AK81O7W3KGPEN8LABG2N,56uamd,7
AK81O7W3KGPEN8LABG2N,n04sl2,7
AK81O7W3KGPEN8LABG2N,hmfxqy,7
AK81O7W3KGPEN8LABG2N,gvpi0a,7
EN1SA43DTN2LIR8DEW5S,4c1acx,12
EN1SA43DTN2LIR8DEW5S,gn5yri,10
EN1SA43DTN2LIR8DEW5S,inraq9,10
EN1SA43DTN2LIR8DEW5S,dw2wro,9
EN1SA43DTN2LIR8DEW5S,bjk183,9
EN1SA43DTN2LIR8DEW5S,3i8xh8,9
EN1SA43DTN2LIR8DEW5S,r7u33k,9
EN1SA43DTN2LIR8DEW5S,syefkp,9
EN1SA43DTN2LIR8DEW5S,r99d9l,8
EN1SA43DTN2LIR8DEW5S,ozsb5j,8
EN1SA43DTN2LIR8DEW5S,lz784w,8
EN1SA43DTN2LIR8DEW5S,wng9we,8
EN1SA43DTN2LIR8DEW5S,wl2x12,8
EN1SA43DTN2LIR8DEW5S,izj0ly,8
EN1SA43DTN2LIR8DEW5S,2lvz0y,8
EN1SA43DTN2LIR8DEW5S,1wfq9r,8
EN1SA43DTN2LIR8DEW5S,irqf19,8
EN1SA43DTN2LIR8DEW5S,iq8rjx,8
EN1SA43DTN2LIR8DEW5S,d10tum,8
EN1SA43DTN2LIR8DEW5S,8y9fav,8
GXLKAA83238FVRU718EX,zshfsx,12
GXLKAA83238FVRU718EX,qvan46,10
GXLKAA83238FVRU718EX,s6boed,10
GXLKAA83238FVRU718EX,ogus73,9
GXLKAA83238FVRU718EX,perhqq,9
GXLKAA83238FVRU718EX,st2e0z,9
GXLKAA83238FVRU718EX,8milxx,9
GXLKAA83238FVRU718EX,k6i0r8,9
GXLKAA83238FVRU718EX,xp6ktz,8
GXLKAA83238FVRU718EX,jll10t,8
GXLKAA83238FVRU718EX,e8mnq1,8
GXLKAA83238FVRU718EX,i2oj0g,8
GXLKAA83238FVRU718EX,u1ipbf,8
GXLKAA83238FVRU718EX,pzr0fz,8
GXLKAA83238FVRU718EX,q087kr,8
GXLKAA83238FVRU718EX,kfyqwm,7
GXLKAA83238FVRU718EX,hxqab8,7
GXLKAA83238FVRU718EX,dhqv4k,7
GXLKAA83238FVRU718EX,6j2s9z,7
GXLKAA83238FVRU718EX,6ejrk7,7
IDOFCO721HTJGDH7332G,8y08ql,14
IDOFCO721HTJGDH7332G,0z7gam,13
IDOFCO721HTJGDH7332G,mpp4e5,11
IDOFCO721HTJGDH7332G,gnglwo,10
IDOFCO721HTJGDH7332G,knxl52,10
IDOFCO721HTJGDH7332G,f4skmk,10
IDOFCO721HTJGDH7332G,rxtuug,9
IDOFCO721HTJGDH7332G,6aovfr,9
IDOFCO721HTJGDH7332G,o6d759,9
IDOFCO721HTJGDH7332G,278yot,9
IDOFCO721HTJGDH7332G,zbyb6g,9
IDOFCO721HTJGDH7332G,31g3uj,9
IDOFCO721HTJGDH7332G,wyigr5,9
IDOFCO721HTJGDH7332G,uixjao,8
IDOFCO721HTJGDH7332G,1z7qn2,8
IDOFCO721HTJGDH7332G,a5axui,8
IDOFCO721HTJGDH7332G,gq5s4n,8
IDOFCO721HTJGDH7332G,hag307,8
IDOFCO721HTJGDH7332G,dud4j6,8
IDOFCO721HTJGDH7332G,d1fws1,8
IOBPI63RBJIHI5FB7U9O,gc3f2r,12
IOBPI63RBJIHI5FB7U9O,yvqdpo,11
IOBPI63RBJIHI5FB7U9O,445jwt,11
IOBPI63RBJIHI5FB7U9O,i2xhk9,11
IOBPI63RBJIHI5FB7U9O,m5ovkr,11
IOBPI63RBJIHI5FB7U9O,biltnk,10
IOBPI63RBJIHI5FB7U9O,zjwwl3,10
IOBPI63RBJIHI5FB7U9O,2mis70,10
IOBPI63RBJIHI5FB7U9O,f000fl,10
IOBPI63RBJIHI5FB7U9O,sbrkby,9
IOBPI63RBJIHI5FB7U9O,s6qnd2,9
IOBPI63RBJIHI5FB7U9O,hgpq4t,8
IOBPI63RBJIHI5FB7U9O,ckxcxl,8
IOBPI63RBJIHI5FB7U9O,6yp1n7,8
IOBPI63RBJIHI5FB7U9O,dle4nm,8
IOBPI63RBJIHI5FB7U9O,6xiyqw,8
IOBPI63RBJIHI5FB7U9O,3ijw3i,8
IOBPI63RBJIHI5FB7U9O,35lrqw,8
IOBPI63RBJIHI5FB7U9O,104jo8,8
IOBPI63RBJIHI5FB7U9O,rp29zj,8
K6Z0X85ZUY0TSF4RCG5J,xmu2qk,11
K6Z0X85ZUY0TSF4RCG5J,9vps7z,10
K6Z0X85ZUY0TSF4RCG5J,9eec36,10
K6Z0X85ZUY0TSF4RCG5J,ziowtr,10
K6Z0X85ZUY0TSF4RCG5J,cvcx0y,9
K6Z0X85ZUY0TSF4RCG5J,b21xr8,9
K6Z0X85ZUY0TSF4RCG5J,fjw5h9,8
K6Z0X85ZUY0TSF4RCG5J,f8io3y,8
K6Z0X85ZUY0TSF4RCG5J,f276t0,8
K6Z0X85ZUY0TSF4RCG5J,nr159a,8
K6Z0X85ZUY0TSF4RCG5J,yoxfpd,8
K6Z0X85ZUY0TSF4RCG5J,z195of,8
K6Z0X85ZUY0TSF4RCG5J,4dq5p6,8
K6Z0X85ZUY0TSF4RCG5J,5x4gnl,8
K6Z0X85ZUY0TSF4RCG5J,4ii2l1,7
K6Z0X85ZUY0TSF4RCG5J,46bou7,7
K6Z0X85ZUY0TSF4RCG5J,649tyl,7
K6Z0X85ZUY0TSF4RCG5J,lntd8d,7
K6Z0X85ZUY0TSF4RCG5J,qwlmza,7
K6Z0X85ZUY0TSF4RCG5J,rnnv2r,7
KD9PHCBGYFBRI9ET1O9R,8l596a,12
KD9PHCBGYFBRI9ET1O9R,hq6knq,11
KD9PHCBGYFBRI9ET1O9R,jo1hob,11
KD9PHCBGYFBRI9ET1O9R,kxo57g,11
KD9PHCBGYFBRI9ET1O9R,hwmszv,10
KD9PHCBGYFBRI9ET1O9R,igp6ou,9
KD9PHCBGYFBRI9ET1O9R,vtsuvw,9
KD9PHCBGYFBRI9ET1O9R,lji8mk,9
KD9PHCBGYFBRI9ET1O9R,u013jo,9
KD9PHCBGYFBRI9ET1O9R,6w4e27,9
KD9PHCBGYFBRI9ET1O9R,65m390,9
KD9PHCBGYFBRI9ET1O9R,359paa,9
KD9PHCBGYFBRI9ET1O9R,zuojyr,8
KD9PHCBGYFBRI9ET1O9R,col93f,8
KD9PHCBGYFBRI9ET1O9R,e5caxh,8
KD9PHCBGYFBRI9ET1O9R,frqfe4,8
KD9PHCBGYFBRI9ET1O9R,0zxtwc,8
KD9PHCBGYFBRI9ET1O9R,27ndjd,8
KD9PHCBGYFBRI9ET1O9R,pgbrf5,8
KD9PHCBGYFBRI9ET1O9R,nflcdb,8
LTRZRCI4M19WYVL6Q6L5,k7qacb,12
LTRZRCI4M19WYVL6Q6L5,2zj9pv,10
LTRZRCI4M19WYVL6Q6L5,84bsc2,10
LTRZRCI4M19WYVL6Q6L5,3evhfu,10
LTRZRCI4M19WYVL6Q6L5,rurlw0,10
LTRZRCI4M19WYVL6Q6L5,5tp5h7,9
LTRZRCI4M19WYVL6Q6L5,w742e3,9
LTRZRCI4M19WYVL6Q6L5,hfpwkq,9
LTRZRCI4M19WYVL6Q6L5,xk6z5w,8
LTRZRCI4M19WYVL6Q6L5,dm25c3,8
LTRZRCI4M19WYVL6Q6L5,1agpfl,8
LTRZRCI4M19WYVL6Q6L5,14bszj,8
LTRZRCI4M19WYVL6Q6L5,hsoa90,8
LTRZRCI4M19WYVL6Q6L5,mw6jkg,8
LTRZRCI4M19WYVL6Q6L5,uts4me,7
LTRZRCI4M19WYVL6Q6L5,r5l7rl,7
LTRZRCI4M19WYVL6Q6L5,orf6f6,7
LTRZRCI4M19WYVL6Q6L5,hitphp,7
LTRZRCI4M19WYVL6Q6L5,gp6ugf,7
LTRZRCI4M19WYVL6Q6L5,cf1etn,7
LW045DVYSGRD75TK6U54,4714ya,12
LW045DVYSGRD75TK6U54,iiuf2g,12
LW045DVYSGRD75TK6U54,jdn59c,10
LW045DVYSGRD75TK6U54,3fe5ij,10
LW045DVYSGRD75TK6U54,rusyuo,10
LW045DVYSGRD75TK6U54,4ggur1,10
LW045DVYSGRD75TK6U54,kxy6nt,10
LW045DVYSGRD75TK6U54,zii5y1,10
LW045DVYSGRD75TK6U54,exo4et,9
LW045DVYSGRD75TK6U54,5en58l,9
LW045DVYSGRD75TK6U54,jgiuqn,9
LW045DVYSGRD75TK6U54,k5mzj9,9
LW045DVYSGRD75TK6U54,uuqpvr,9
LW045DVYSGRD75TK6U54,3tlevh,9
LW045DVYSGRD75TK6U54,kw3xu7,9
LW045DVYSGRD75TK6U54,7hdrfj,8
LW045DVYSGRD75TK6U54,358doq,8
LW045DVYSGRD75TK6U54,2l45oe,8
LW045DVYSGRD75TK6U54,a7kran,8
LW045DVYSGRD75TK6U54,j42cey,8
M0LU6DCI1WILGQBZ6808,2nnq5l,13
M0LU6DCI1WILGQBZ6808,2vjs3s,13
M0LU6DCI1WILGQBZ6808,tk330n,11
M0LU6DCI1WILGQBZ6808,vh2ao5,10
M0LU6DCI1WILGQBZ6808,s2ha83,10
M0LU6DCI1WILGQBZ6808,voao9k,9
M0LU6DCI1WILGQBZ6808,i51lu3,9
M0LU6DCI1WILGQBZ6808,f7i8u5,9
M0LU6DCI1WILGQBZ6808,rovdut,9
M0LU6DCI1WILGQBZ6808,xncmtb,9
M0LU6DCI1WILGQBZ6808,45hoed,9
M0LU6DCI1WILGQBZ6808,x57n42,8
M0LU6DCI1WILGQBZ6808,x4cupk,8
M0LU6DCI1WILGQBZ6808,xobb96,8
M0LU6DCI1WILGQBZ6808,xqrnkc,8
M0LU6DCI1WILGQBZ6808,65azak,8
M0LU6DCI1WILGQBZ6808,6h2ypv,8
M0LU6DCI1WILGQBZ6808,85wx9r,8
M0LU6DCI1WILGQBZ6808,jhv9gr,8
M0LU6DCI1WILGQBZ6808,rh3vqa,8
OAGTYWN8WFC997VLDJH7,2pjd97,13
OAGTYWN8WFC997VLDJH7,2xqiqa,11
OAGTYWN8WFC997VLDJH7,xibhsl,11
OAGTYWN8WFC997VLDJH7,btuhk7,10
OAGTYWN8WFC997VLDJH7,mf4ovp,10
OAGTYWN8WFC997VLDJH7,x1l0jz,10
OAGTYWN8WFC997VLDJH7,ehy1j1,9
OAGTYWN8WFC997VLDJH7,5zoyaw,9
OAGTYWN8WFC997VLDJH7,zx5rni,9
OAGTYWN8WFC997VLDJH7,7iaugr,9
OAGTYWN8WFC997VLDJH7,1c27z6,9
OAGTYWN8WFC997VLDJH7,do21b6,8
OAGTYWN8WFC997VLDJH7,aa63na,8
OAGTYWN8WFC997VLDJH7,vxiium,8
OAGTYWN8WFC997VLDJH7,s18myw,8
OAGTYWN8WFC997VLDJH7,ht90ka,8
OAGTYWN8WFC997VLDJH7,fmztl4,8
OAGTYWN8WFC997VLDJH7,rcaclu,7
OAGTYWN8WFC997VLDJH7,m5ichl,7
OAGTYWN8WFC997VLDJH7,tck5a8,7
OY5LNPB5A8FF43ITRZG3,5r8w98,13
OY5LNPB5A8FF43ITRZG3,zw152r,13
OY5LNPB5A8FF43ITRZG3,jq9mhe,13
OY5LNPB5A8FF43ITRZG3,c2u0e0,12
OY5LNPB5A8FF43ITRZG3,evyobi,11
OY5LNPB5A8FF43ITRZG3,4pambt,11
OY5LNPB5A8FF43ITRZG3,twv4f1,10
OY5LNPB5A8FF43ITRZG3,wa582u,10
OY5LNPB5A8FF43ITRZG3,rh0j38,10
OY5LNPB5A8FF43ITRZG3,fbc3q9,10
OY5LNPB5A8FF43ITRZG3,93pozh,9
OY5LNPB5A8FF43ITRZG3,op4jtj,9
OY5LNPB5A8FF43ITRZG3,sq95kv,9
OY5LNPB5A8FF43ITRZG3,3hsjkp,9
OY5LNPB5A8FF43ITRZG3,zum1q2,9
OY5LNPB5A8FF43ITRZG3,y088r6,9
OY5LNPB5A8FF43ITRZG3,lxkpjo,9
OY5LNPB5A8FF43ITRZG3,p1fzic,8
OY5LNPB5A8FF43ITRZG3,k7r5gs,8
OY5LNPB5A8FF43ITRZG3,bgpa00,8
P41C5HK4P2G5GFRMT6ZA,awlahi,11
P41C5HK4P2G5GFRMT6ZA,i5ngad,11
P41C5HK4P2G5GFRMT6ZA,mbhkky,11
P41C5HK4P2G5GFRMT6ZA,jsu541,11
P41C5HK4P2G5GFRMT6ZA,ib0buv,11
P41C5HK4P2G5GFRMT6ZA,ew09mm,10
P41C5HK4P2G5GFRMT6ZA,wcuu5w,10
P41C5HK4P2G5GFRMT6ZA,y0l8k3,9
P41C5HK4P2G5GFRMT6ZA,gnqmry,9
P41C5HK4P2G5GFRMT6ZA,nu3qjo,9
P41C5HK4P2G5GFRMT6ZA,zwxqs0,9
P41C5HK4P2G5GFRMT6ZA,6297ov,9
P41C5HK4P2G5GFRMT6ZA,hc9zc3,8
P41C5HK4P2G5GFRMT6ZA,1xtxzl,8
P41C5HK4P2G5GFRMT6ZA,b19w9m,8
P41C5HK4P2G5GFRMT6ZA,e4xe1k,8
P41C5HK4P2G5GFRMT6ZA,frmmaq,8
P41C5HK4P2G5GFRMT6ZA,drjkv9,8
P41C5HK4P2G5GFRMT6ZA,v8mzq6,8
P41C5HK4P2G5GFRMT6ZA,s61stm,8
SOVPFK3BBWKTQM9HOHWJ,j031km,11
SOVPFK3BBWKTQM9HOHWJ,dkmr5q,11
SOVPFK3BBWKTQM9HOHWJ,mffo1x,10
SOVPFK3BBWKTQM9HOHWJ,tdzpxc,10
SOVPFK3BBWKTQM9HOHWJ,g3ivrt,10
SOVPFK3BBWKTQM9HOHWJ,c6nfma,9
SOVPFK3BBWKTQM9HOHWJ,6peupa,9
SOVPFK3BBWKTQM9HOHWJ,0wfrps,9
SOVPFK3BBWKTQM9HOHWJ,q15do6,9
SOVPFK3BBWKTQM9HOHWJ,ly38u0,9
SOVPFK3BBWKTQM9HOHWJ,slrequ,9
SOVPFK3BBWKTQM9HOHWJ,ilu1sc,9
SOVPFK3BBWKTQM9HOHWJ,15pp6q,8
SOVPFK3BBWKTQM9HOHWJ,v24hu1,8
SOVPFK3BBWKTQM9HOHWJ,rd3pgw,8
SOVPFK3BBWKTQM9HOHWJ,qks5un,8
SOVPFK3BBWKTQM9HOHWJ,qu6al6,8
SOVPFK3BBWKTQM9HOHWJ,omhwp8,8
SOVPFK3BBWKTQM9HOHWJ,0zydzi,8
SOVPFK3BBWKTQM9HOHWJ,10axas,8
Y0W3K7OV6ZLILW96OO3K,1ktxe9,12
Y0W3K7OV6ZLILW96OO3K,9p5569,12
Y0W3K7OV6ZLILW96OO3K,pbrpzm,12
Y0W3K7OV6ZLILW96OO3K,beso1b,11
Y0W3K7OV6ZLILW96OO3K,44m3jj,11
Y0W3K7OV6ZLILW96OO3K,a2retr,10
Y0W3K7OV6ZLILW96OO3K,fpqozc,10
Y0W3K7OV6ZLILW96OO3K,httzlm,10
Y0W3K7OV6ZLILW96OO3K,anrfpf,9
Y0W3K7OV6ZLILW96OO3K,7g0p27,8
Y0W3K7OV6ZLILW96OO3K,404w2d,8
Y0W3K7OV6ZLILW96OO3K,cwv3zk,8
Y0W3K7OV6ZLILW96OO3K,y2y3fc,8
Y0W3K7OV6ZLILW96OO3K,vkeqwu,8
Y0W3K7OV6ZLILW96OO3K,mlzvlr,8
Y0W3K7OV6ZLILW96OO3K,kvhc5r,8
Y0W3K7OV6ZLILW96OO3K,jh8npa,8
Y0W3K7OV6ZLILW96OO3K,p73v9u,7
Y0W3K7OV6ZLILW96OO3K,if7i0q,7
Y0W3K7OV6ZLILW96OO3K,ipebka,7
